Recorded Date,"Please respond to the following statement:
Determining whether a review was positive or negative was difficult.",Why?,Please briefly describe your process for determining whether a review was positive or negative.,What parts of the review did you focus on in determining whether a review was positive or negative?,"What, if anything, could have been more clear about the instructions you were given for labeling movie reviews as positive or negative?","Please respond to the following statement:
 Selecting the words or phrases I considered important was difficult.",Why?,Please briefly describe your process for selecting the words or phrases you considered important.,What characteristics of a word or phrase made you select a particular word or phrase as important?,"Think about a case where you considered selecting a particular word or phrase as important, but chose not to do so.
Please describe this situation, as well as why you ultimately chose not to select those words/phrases as important.","What, if anything, could have been more clear about the instructions you were given for selecting words or phrases as important?",Please briefly describe the order in which you selected the words or phrases you considered important.,"Please respond to the following statement:When selecting words or phrases that I considered important, I selected only words or phrases that, if they appeared in other reviews, would also suggest the same positive/negative sentiment.",Why?,"What could have been improved about the user interfaces for any parts of today's task (other than the surveys)? If you encountered any issues or errors, please include them here.",What is your age?,What is your gender? - Selected Choice,What is your gender? - Prefer to self-describe - Text,Please specify your ethnicity (select all that apply). - Selected Choice - Asian,Please specify your ethnicity (select all that apply). - Selected Choice - Black or African American,Please specify your ethnicity (select all that apply). - Selected Choice - Hispanic or Latine,Please specify your ethnicity (select all that apply). - Selected Choice - Native American or Alaskan Native,Please specify your ethnicity (select all that apply). - Selected Choice - Native Hawaiian or Other Pacific Islander,Please specify your ethnicity (select all that apply). - Selected Choice - White or Caucasian,Please specify your ethnicity (select all that apply). - Selected Choice - Prefer to self-describe,Please specify your ethnicity (select all that apply). - Selected Choice - Prefer not to say,Please specify your ethnicity (select all that apply). - Prefer to self-describe - Text,What is the highest degree or level of education you have completed? - Selected Choice,What is the highest degree or level of education you have completed? - Prefer to self-describe - Text,"Do you, or have you, held a degree or job related to computer science, IT, or similar?",Do you consider yourself to have expertise in machine learning?,Are you a native speaker of the English language?,(Optional) Is there anything else you'd like to tell us before submitting the survey?,userId,Q39 - I give permission for the data collected in this study to be released (without any identifiers) as part of a research data set. (Optional),What is the correct order of tasks you will follow?,What are the ways that you can select words that suggests if a review is positive or negative? (Select all that apply) - Clicking on individual words.,What are the ways that you can select words that suggests if a review is positive or negative? (Select all that apply) - Dragging over words/phrases.,What are the ways that you can select words that suggests if a review is positive or negative? (Select all that apply) - Highlighting words with arrow keys.,What are the ways that you can select words that suggests if a review is positive or negative? (Select all that apply) - Tapping the words if your computer is touchscreen.,instructions
2021-08-21 11:14:00,Somewhat disagree,Most of the reviews were pretty clear on whether they liked it or not.,"If they said they liked it, it was positive. If they said they did not like it, it was negative. Only one or two were not clear about their feelings.",Whether or not the reviewer liked it or not.,I don't think anything would make the very clear instructions clearer.,Somewhat disagree,Most of the reviews were clear on their like or dislike.,If they were clearly positive or negative I considered them important.,The word stated something negative or positive about the movie.,I do not recall such a situation.,The instructions were clear.,I went from top to bottom.,Somewhat disagree,Some of the words or phrases were suggestive of positivity or negativity only in the way they were used by the writer. ,No issues or errors were encountered.,55 - 64,Man,,,,,,,White or Caucasian,Prefer to self-describe,,Human,Trade/technical/vocational training,,No,No,Yes,Go gently - dwell in beauty.,25372,I give permission for the data collected in this study to be released (without any identifiers) as part of a research data set. (Optional),"
 Classify a movie review as positive or negative.
 Select words or phrases that suggest that the movie review is either positive or negative.
 Select confidence that you have in your selections.
",Clicking on individual words.,Dragging over words/phrases.,,,4
2021-08-21 11:15:35,Strongly disagree,"Everything was clearly written out and obvious to the point if you cant understand the tone of the review, you apparently have an intelligence or comprehension problem for whatever reason.","Same as above, just had to comprehend what was written that you read.","Ant parts that expressed negativity in their perception of movie , or positive ones if positively toned review. These questions are totally unnecessary and a waste of time that merely over complicates this task.",nothing,Strongly disagree,"Either one can comperhend what they are reading or they cant, keep it simple!",Same as above answers and previous page answers.You are overly complicating this with these questions. Also you decieved us because writing requirements wer not mentioned BFEORE starting task.,Either it was negative  or positive in it's meaning/tone.Over complicating this again!!!!,Does not apply when one can comprehend what they read.,nothing,Just progressed from start of review thru end selecting as I progressed along that path.,Disagree,Each review has it's own merit and not relevant to other reviews.,nothing except do away with all these time wasting questions due to over thinking the entire task.,55 - 64,Man,,,,,,,White or Caucasian,,,,High School or equivalent,,No,No,Yes,,98380,I give permission for the data collected in this study to be released (without any identifiers) as part of a research data set. (Optional),"
 Classify a movie review as positive or negative.
 Select words or phrases that suggest that the movie review is either positive or negative.
 Select confidence that you have in your selections.
",Clicking on individual words.,Dragging over words/phrases.,,,3
2021-08-21 11:18:34,Disagree,Reading the entire review and grasping the context of the review from this made it fairly easy to determine whether the review was positive or negative.,I looked for clues that determined the tone of the review. I guess after thinking about it I actually looked for words and phrases that gave me these clues., I tried to not use parts that were just about the story itself and look for clues that were directly about the feelings of the writer.,I can't think of anything. The instructions were very clear.,Somewhat agree,It required me to sort out words and phrases that were good clues about the writer's feelings from those that were really just ramblings.,I tried to select words and phrases that could be universally recognized as positive or negative by an algorithm and not choose things that were ramblings and would be hard for an algorithm to recognize.,The main characteristic was that the word or phrase be short and descriptive of a positive or negative tone.,This happened especially when the phrase was too long or too descriptive of a certain part of the movie. It was always necessary to keep the phrases short and universal.,Nothing. Instructions were very clear.,I selected them in the order that they were read in the review. I did not pick them at random.,Strongly agree,I stuck to my rule that the words and phrases needed to be for the most part short and universal.,Everything went well. I did have some cases where I had to choose individual words because I couldn't get the cursor to pick up the phrase.,55 - 64,Man,,,,,,,White or Caucasian,,,,Bachelor's degree,,Yes,Yes,Yes,Great survey. It was fun. Thanks!!! I hope your project goes well.,84279,I give permission for the data collected in this study to be released (without any identifiers) as part of a research data set. (Optional),"
 Classify a movie review as positive or negative.
 Select words or phrases that suggest that the movie review is either positive or negative.
 Select confidence that you have in your selections.
",,Dragging over words/phrases.,,,6
2021-08-21 11:21:56,Strongly disagree,The negative words and feelings were so obvious,The feelings conveyed by the wordings of the review,All,Everything of the instructions were clear,Disagree,I just had to click or highlight them,They portrayed the reviewers feelings best,The tone and meaning,N/A,Every instruction given were clear,I selected the words after reading the review for the first instance and then while going over it again,Agree,They portrayed the reviewers feelings best,Nothing,25 - 34,Woman,,,,,,,White or Caucasian,,,,Master's degree,,No,No,Yes,,85748,I give permission for the data collected in this study to be released (without any identifiers) as part of a research data set. (Optional),"
 Classify a movie review as positive or negative.
 Select words or phrases that suggest that the movie review is either positive or negative.
 Select confidence that you have in your selections.
",Clicking on individual words.,Dragging over words/phrases.,,,4
2021-08-21 11:30:31,Somewhat disagree,only one was hard to determine: the Scorsese one. With rhe other 's the determination was clear,reading the review and following its messages. also as a guide i used the suggestion provided about whether the reviewer like the film.,"all parts. But of course it was opinions, not so much descriptions, where I found the best clues.","nothing I can think of.

(I had a fair amount of difficulty highlighting words -it simply did not respond to the mouse click repeatedly!)",Disagree,"It was pretty evident what words or phrases best spoke to the reviewers sentiment.
There was a TECHNICAL DIFFICULTY I had actually making my attempts at highlighting work properly as it frequently was not registering the mouse clicks!",I selected the words that most clearly stated negative or positive sentiment. I made an effort to not click more words than I needed to.,Usually its clarity as an explicitly negative or positive word.,If it included too many words or sentences. If it used sarcasm.,it might have helped if you had asked for the top three. Otherwise some reviews could have been highlighting almost completely.,"Again, those that were descriptively most clear. Also, those that specifically recommended one way or the other.",Somewhat agree,its the standard an therfore easier to decipher,The highlighting did not work very well for me,65+,Man,,,,,,,White or Caucasian,,,,"Some college credit, no degree",,Yes,No,Yes,,81994,I give permission for the data collected in this study to be released (without any identifiers) as part of a research data set. (Optional),"
 Classify a movie review as positive or negative.
 Select words or phrases that suggest that the movie review is either positive or negative.
 Select confidence that you have in your selections.
",Clicking on individual words.,Dragging over words/phrases.,,,1
2021-08-21 11:35:02,Agree,Because is not easy looking for the feeling of positive or negative,I choose due to the  feeling i have for the movie.,I focus on the bad and good words or phase there,Everything was clear  about the instruction given.,Agree,Because is not easy to get those words,I tried figure the good or bad words there,The good character.,"Yes, when i think of selecting good words but the main character was there is bad.",Everything was clear in the instruction.,I read and understand the script before select,Agree,I feel so.,everything is fine,35 - 44,Man,,,,,,,White or Caucasian,,,,Bachelor's degree,,Yes,Yes,Yes,,17613,I give permission for the data collected in this study to be released (without any identifiers) as part of a research data set. (Optional),"
 Classify a movie review as positive or negative.
 Select words or phrases that suggest that the movie review is either positive or negative.
 Select confidence that you have in your selections.
",Clicking on individual words.,Dragging over words/phrases.,,,1
2021-08-21 11:45:03,Disagree,I could tell based on describing words so it was not difficult.,I would read the article then look for describing words.,I focused on the specific opinion stated in the text given.,Nothing I understood the task.,Disagree,It was not difficult.,It would be in CAPS if it was important.,CAPS would help/,Sometimes caps would be use to trick me but I was able to understand.,Nothing,I'd select words that were important in the current paragraph.,Neither agree nor disagree,I didnot.,I did not encounter any errors.,18 - 24,Man,,,,,,,White or Caucasian,,,,High School or equivalent,,No,No,Yes,,79702,I give permission for the data collected in this study to be released (without any identifiers) as part of a research data set. (Optional),"
 Classify a movie review as positive or negative.
 Select words or phrases that suggest that the movie review is either positive or negative.
 Select confidence that you have in your selections.
",Clicking on individual words.,Dragging over words/phrases.,Highlighting words with arrow keys.,,4
2021-08-21 11:57:15,Disagree,The reviews was clear to determine whether it was negative or positive,I determined the reviews to be positive or negative by reading the review and then note the good and bad comments down.,I focused on the entire review as a whole.,the instructions was okay and didn't have a problem with it,Disagree,words and phrases was so easy to find,I made my selections by reading the comments and identify the good and bad reviews,when the phrase contains appraisal and liking,I decided not to select a phrase as important because the whole review showed a dislike of the movie,instructions was understandable ,I made by selections by identifying the bad review in a phrase and the highlight the whole phrase.,Agree,this is because no one will approve a bad review as a good one ,everything about the study was ok,25 - 34,Man,,,Black or African American,,,,,,,,Bachelor's degree,,No,Yes,Yes,Thanks for the study. Was very interesting,14612,I give permission for the data collected in this study to be released (without any identifiers) as part of a research data set. (Optional),"
 Classify a movie review as positive or negative.
 Select words or phrases that suggest that the movie review is either positive or negative.
 Select confidence that you have in your selections.
",,Dragging over words/phrases.,,,2
2021-08-21 12:27:02,Disagree,"Most of the language in most of the reviews was explicitly negative or positive, with the exception of maybe one review","I would read what they wrote and look for words like ""worst"" or ""awful"" and phrases like ""bad acting"" etc",Usually the first sentence gave it away,"Nothing, they were pretty clear",Disagree,A lot of the words or phrases were very explicitly positive or negative,"I look for words that I knew were negative or positive and phrases that meant things were bad like ""story was repetitive"" or ""over acting"" for negative examples",The words that were very explicit or phrases that implied something positive or negative about the movie ,Usually if the word or phrase had already been used it didn't add anything to highlight it again,Nothing the instructions were good,I just read the review from start to finish and selected them in order,Strongly disagree,"I selected words or phrases within the context of the review I was reading, I didn't consider other reviews","Nothing, I thought it was fine",25 - 34,Man,,,,,,,White or Caucasian,,,,Bachelor's degree,,Yes,No,Yes,,96521,I give permission for the data collected in this study to be released (without any identifiers) as part of a research data set. (Optional),"
 Classify a movie review as positive or negative.
 Select words or phrases that suggest that the movie review is either positive or negative.
 Select confidence that you have in your selections.
",Clicking on individual words.,Dragging over words/phrases.,,,4
2021-08-22 11:25:48,Disagree,The language used made it clear.,I could tell from the tone of the writing and the language used. There was only one I was not 100% sure about.,Language and tone.,The instructions were good thank you.,Disagree,I thought it was clear which words were important. ,Any that gave me negative or positive feeling I picked out.,Any negative or positive words plus the tone in which they were used.,Stand alone they did not make any emotion.,All good.,Any words or phrases that let me know what the reviewer thought were usually selected and these had a negative or positive feel.,Disagree,People use language differently. ,None - everything was clear and worked fine.,25 - 34,Woman,,,,,,,White or Caucasian,,,,"Professional degree (JD, MD)",,No,No,Yes,N/A,32435,I give permission for the data collected in this study to be released (without any identifiers) as part of a research data set. (Optional),"
 Classify a movie review as positive or negative.
 Select words or phrases that suggest that the movie review is either positive or negative.
 Select confidence that you have in your selections.
",Clicking on individual words.,Dragging over words/phrases.,,,5
2021-08-22 11:48:53,Somewhat disagree,Some used general terminology to let decide if it was positive or negative.,I looked for positive or negative descriptions.,The descriptions of the performance of actors was helpful in categorizing the review. ,I felt the instructions were clear and straight forward.,Somewhat disagree,Finding positive or negative qualifiers was quite obvious.,Words that conveyed avoidance were a good indicator of a negative review. ,"If the word hinted at a positive or negative tone, I used that in my evaluation. ",There was not a time when I omitted an important word or phrase.,I felt the instructions were clear and concise.,"As I read the review, I highlighted words until the end of the review.",Somewhat disagree,"Some reviewers may use a negative word, but still like the movie. I evaluated each review on an individual basis.",The interface used was very user friendly.,55 - 64,Woman,,,,,,,White or Caucasian,,,,Bachelor's degree,,No,No,Yes,no,83780,I give permission for the data collected in this study to be released (without any identifiers) as part of a research data set. (Optional),"
 Classify a movie review as positive or negative.
 Select words or phrases that suggest that the movie review is either positive or negative.
 Select confidence that you have in your selections.
",,Dragging over words/phrases.,,,6
2021-08-22 11:51:36,Strongly disagree,"I think most of the reviews, with the exception of one (the one where the reviewer talks about when they were a child) were easy to assess. Most of these reviews were not subtle in any sense.",First and last sentences. Scan central section. Pick out examples.,The final sentences.,Not really.,Neither agree nor disagree,"I could click to select, but for some reason I was not able to drag the cursor. This made selecting words less spontaneous and instinctive.","I selected parts of sentences which contained the most potent descriptions. I was also mindful that you asked for 10-20% and I wasn't sure if you assessed this, so I probably selected more than necessary.",Offered an interpretation not just a description.,"When it was just an annoying word, or was written in capitals.",Nothing,"For shorter reviews, I worked from top to bottom. For longer reviews, I read the first and last sentences, then jumped to the middle for more.",Strongly agree,Because this is what you asked us to do for this test,Allowing me to drag the mouse cursor would have helped a lot,45 - 54,Man,,,,,,,White or Caucasian,,,,Doctorate degree,,No,No,Yes,No thanks,12407,I give permission for the data collected in this study to be released (without any identifiers) as part of a research data set. (Optional),"
 Classify a movie review as positive or negative.
 Select words or phrases that suggest that the movie review is either positive or negative.
 Select confidence that you have in your selections.
",Clicking on individual words.,Dragging over words/phrases.,,,3
2021-08-22 11:51:52,Disagree,Most of the reviews were very strongly worded and biased either positively or negatively so it was easy to identify the language ,"I instantly got a feel for the vibe of the review. But overall i would red it through then see how negative or positive the descriptive words were, a lot of the negative reviews had words like awful, terrible, avoid, bad etc so it wasn't hard to see that the review wasn't a positive one.",The overall language and feeling conveyed but also the specific descriptive words,Nothing i can really think of,Disagree,"as mentioned, the reviews contained very strongly descriptive words so it wasnt difficult",Any that had exclamation marks by them or other punctuation usually meant there was some kind of emphasis so i looked for this too,It was the individual words and how extreme they were,I selected one that i thought was positive but it was within a very negative review so it would have contradicted my overall opinion,Nothing much i can think of,I selected them in the order they appeared as i was reading,Neither agree nor disagree,Some phrases could be used sarcastically which would make a positive comment become negative within the context of a negative review,No issues i can think of,18 - 24,Woman,,,,,,,White or Caucasian,,,,Trade/technical/vocational training,,No,No,Yes,,94382,I give permission for the data collected in this study to be released (without any identifiers) as part of a research data set. (Optional),"
 Classify a movie review as positive or negative.
 Select words or phrases that suggest that the movie review is either positive or negative.
 Select confidence that you have in your selections.
",Clicking on individual words.,Dragging over words/phrases.,Highlighting words with arrow keys.,,1
2021-08-22 11:52:18,Strongly disagree,Most reviews were clearly either positive or negative thanks to th language used,Read the text and check the langage used,All of it,Nothing. It was clear,Strongly disagree,They were clear,I read the review and selected the negative or possible words accordingly,Its negative or positive connotations,Did not occur,All clear,As I read the text,Agree,I think I did so unintentionally,N/A,55 - 64,Woman,,,,,,,White or Caucasian,,,,Master's degree,,No,No,Yes,,13820,I give permission for the data collected in this study to be released (without any identifiers) as part of a research data set. (Optional),"
 Classify a movie review as positive or negative.
 Select words or phrases that suggest that the movie review is either positive or negative.
 Select confidence that you have in your selections.
",Clicking on individual words.,Dragging over words/phrases.,,,2
2021-08-22 11:53:09,Strongly disagree,Most reviews made it quite clear whether the viewer liked the movie,"Overall tone, level of sarcasm in some, rarely down to specific words.",The opening and closing sentences are sometimes good clues,I didn't have an issue with the instructions,Somewhat agree,"Sometimes negative reviews are sarcastic, with relying on specific negative phrases. Some positive reviews focus on the content without using positive terms. ",I was looking for words and phrases about the movie rather the characters' actions. ,If they added to the general tone of positive or negative feeling.,"The Scorcese review was interesting because the reviewer clearly enjoyed watching the director talk about the film canon but didn't leave many clues. That is, he said ""Scorcese said X"" rather than ""It was great when Scorcese said X.""",No trouble with instructions.,"I read straight through twice, so I selected them in written order, rarely going back.",Somewhat agree,"Looking for value words, like ""stinks"" or ""fantastic,"" is easiest. Other negative phrases are harder, like ""Only go see this is you don't want to watch good acting.""",No issues.,55 - 64,Man,,,,,,,White or Caucasian,,,,"Some college credit, no degree",,No,No,Yes,That Scorcese documentary is really good. ,22301,I give permission for the data collected in this study to be released (without any identifiers) as part of a research data set. (Optional),"
 Classify a movie review as positive or negative.
 Select words or phrases that suggest that the movie review is either positive or negative.
 Select confidence that you have in your selections.
",Clicking on individual words.,Dragging over words/phrases.,Highlighting words with arrow keys.,,3
2021-08-22 12:00:26,Disagree,Most of them were very clear whether they were negative or positive as they were quite strongly in one direction or the other which I could tell by the language used (except for one which it was heard to tell).,"I looked for positive words like 'enjoyed' or 'great', or negative words such as 'worst' or 'hate'. I also took the review in as a whole judging whether the tone was positive or negative.","The words used, the tone of the overall review, sometimes the punctuation helped as it would emphasise if it was a really positive or really negative review.","Nothing, the instructions were very clear.",Somewhat agree,"In some it was easy to select phrases but in a few it was clearly (for example) a very negative review but no specific words or phrases stood out, it was more the tone of the whole review. Also when the review is long with bad grammar and rambles on it is hard to select specific phrases.","I thought about which stood out to me from the first read, selecting ones that were very clearly positive or negative. If it was a bit more ambiguous then I selected the ones whose tone suggested to me positivity or negativity.","Just words/phrases I know to be clearly positive or negative, especially with punctuation to emphasise how the reviewer felt (such as an exclamation mark to show it was very positive or negative).","In the review about the Norris movie it was very hard to select words or phrases. It was clearly a very negative review so I considered selecting a lot of the words and phrases in it however they had bad grammar, bad spelling, and generally did not make much sense so it would not have been helpful to select those.","Nothing, it was very clear.","I did it from the start to end of the review based on my first impression, then went back to the start and read more slowly to select others I thought were important but maybe hadn't stood out to me at first.",Agree,"Because if it was specific to that film it didn't tend to make sense when in another context, meaning it would not have been helpful to select.",Nothing - no issues encountered.,18 - 24,Woman,,,,,,,White or Caucasian,,,,Master's degree,,No,No,Yes,,61056,I give permission for the data collected in this study to be released (without any identifiers) as part of a research data set. (Optional),"
 Classify a movie review as positive or negative.
 Select words or phrases that suggest that the movie review is either positive or negative.
 Select confidence that you have in your selections.
",Clicking on individual words.,Dragging over words/phrases.,,,4
2021-08-22 12:02:47,Disagree,Most of the time they stated if they like the movie or not right away,"I looked at key words to help indicate the person's feelings. I read it as if I were writing the review, and seeing how the person felt.",The speakers tone was my best indicator. I would try to detect how the person was feeling.,Nothing really.,Strongly disagree,They stated their feelings very blatantly. ,I tried to ignore parts of the review that just recapped the movie. I looked for parts where the review talked about how they personally felt.,"It was heartfelt, and it was an opinion. I looked more for opinions than facts.",If they were a fact or a summary of the movie.,How long the phrases can be.,Well I tried to get the whole context so it was easy to show how and why it was importany,Disagree,"The tone of one reviewer can be drastically different, even if they are using the same words and phrases",none,18 - 24,Man,,,Black or African American,,,,,,,,Bachelor's degree,,No,No,Yes,,89540,I give permission for the data collected in this study to be released (without any identifiers) as part of a research data set. (Optional),"
 Classify a movie review as positive or negative.
 Select words or phrases that suggest that the movie review is either positive or negative.
 Select confidence that you have in your selections.
",Clicking on individual words.,Dragging over words/phrases.,,,6
2021-08-22 12:10:29,Disagree,You an easily tell if the review is good or bad,Key words stand out straight away as soon as you start reading,Start and end,nothing,Somewhat disagree,it was mostly easy but sometimes i wasn't sure if the phrases were actually important or if i was influenced by the fact i had already labelled the review as positive or negative and therefore took everything that was said as positive or negative,i selected what i interpreted as positive or negative as i read the reviews,key words that have strong positive or negative connotations ,"describing the plot in a bad review - I wasn't sure whether to highlight the description of the plot as bad when they were just stating facts as to what happened in the fil,",nothing,reading from start to finish?,Agree,"Because they stand out as being positive or negative, regardless of the context in which they are placed",nothing,18 - 24,Woman,,,,,,,White or Caucasian,,,,"Some college credit, no degree",,No,No,Yes,,69129,I give permission for the data collected in this study to be released (without any identifiers) as part of a research data set. (Optional),"
 Classify a movie review as positive or negative.
 Select words or phrases that suggest that the movie review is either positive or negative.
 Select confidence that you have in your selections.
",Clicking on individual words.,Dragging over words/phrases.,,,5
2021-08-22 12:12:49,Disagree,the majority were very obvious ,looking for negative and positive words that stood out ,negative or positive words ,nothing ,Strongly disagree,it was obvious what was bad and what was good ,looking for negative words like terrible and positive words like interesting etc ,how they came across ,I was not in this situation ,nothing ,"words that stood out were hate, terrible dull, interesting, amazing ",Strongly disagree,each review had different words ,nothing ,18 - 24,Man,,,,,,,White or Caucasian,,,,"Some High School, no diploma",,No,No,Yes,,39763,I give permission for the data collected in this study to be released (without any identifiers) as part of a research data set. (Optional),"
 Classify a movie review as positive or negative.
 Select words or phrases that suggest that the movie review is either positive or negative.
 Select confidence that you have in your selections.
",Clicking on individual words.,Dragging over words/phrases.,,,2
2021-08-22 12:16:13,Somewhat disagree,I found that most of the provided reviews were very clearly positive or negative. ,"I personally used the language each reviewer used to determine whether the review was positive or negative. It was often very clear, especially with the reviews where the reviewer felt strongly about the film in question.",Language was the main determiner for whether I decided if a review was positive or negative.,I think that the instructions provided were already very clear.,Somewhat disagree,I only selected words and phrases which were clearly either positive or negative.,I would initially read the review and from my first read I would select whether I thought the review was positive or negative. After this I would read back through the review highlighting word and phrases that stood out to me. ,"I tended to go for things I felt would be important for the overall enjoyment of a movie. For example, in a negative review I would highlight word/phrases which talked about actors performance. Also word/phrases with strong emotional weight. ","On the review which talked about the director specifically they highlighted the achievements of the director, however I chose not to highlight this as objectively these things did not have anything to do with the actual movie content. ","No, I think the instructions were very clear.",I would go through the review selecting words/phrases as a I read them. I didn't do this in any particular order.,Neither agree nor disagree,Each review is done by an individual so I treat each review as such.,Nothing comes to mind.,18 - 24,Woman,,,,,,,White or Caucasian,,,,Master's degree,,No,No,Yes,,78144,I give permission for the data collected in this study to be released (without any identifiers) as part of a research data set. (Optional),"
 Classify a movie review as positive or negative.
 Select words or phrases that suggest that the movie review is either positive or negative.
 Select confidence that you have in your selections.
",Clicking on individual words.,Dragging over words/phrases.,,,6
2021-08-22 12:20:00,Disagree,"apart from one film, most either praised or trashed the film in the first couple of lines.",the use of positive or negative statements,"The entire review, although the first couple of lines indicated wether it has positive or negative statements.",nothing I felt the instructions were clear.,Somewhat disagree,"sometimes it was difficult to chose the most relevant negative words, as some reviews had to many.  The positive reviews were slightly easier.","I read the review through once and then again, to establish the important phrases.  I think in some I may have chosen too many, but chose those that stood out.","in the context of the text, those words or phrases that stood out.",If I had already chosen a similar phrase earlier on.,being told not to chose the same words or phases if they were repeated in the review,"I went through the text and chose all words which were either negative or positive (depending on the review), then went back again to either deselect or select if relevant",Disagree,I read each review as a stand alone review and selected accordingly,I did not encounter any problems.  A few typos in the review texts but wasn't sure if that was intentional.,45 - 54,Woman,,,,,,,White or Caucasian,,,,Trade/technical/vocational training,,No,No,Yes,,40496,I give permission for the data collected in this study to be released (without any identifiers) as part of a research data set. (Optional),"
 Classify a movie review as positive or negative.
 Select words or phrases that suggest that the movie review is either positive or negative.
 Select confidence that you have in your selections.
",,Dragging over words/phrases.,,,4
2021-08-22 12:24:05,Disagree,Most of the time it was very clear. I only struggled on the review about Scorsese reviewing films because it was mostly about having a canon of files rather than reviewing the film itself.,I read it and usually it was pretty clear with the language used.,Mostly subjective opinions.,It seemed fine.,Disagree,It was fairly straightforward most of the time. There was the scorsese review I mentioned in the previous page but there was also one other review (I forget which now) where I felt the review was positive but there wasn't anything seriously highlight-worthy.,I re-read the review and highlighted the words that expressed the feeling of the review.,Usually clear feelings about the quality of the movie.,I guess there were a couple where there probably wasn't enough context but I chose to choose more that are borderline than leave any out.,It seemed fine!,I read through the review again so I selected each word/phrase in order.,Agree,"I don't know, that feels quite natural to how I chose words.",Everything seemed fine.,35 - 44,Man,,,,,,,White or Caucasian,,,,"Some college credit, no degree",,No,No,Yes,I really enjoyed the survey and I'm glad you didn't spoil Cabin Fever as it's one I've been meaning to watch.,33403,I give permission for the data collected in this study to be released (without any identifiers) as part of a research data set. (Optional),"
 Classify a movie review as positive or negative.
 Select words or phrases that suggest that the movie review is either positive or negative.
 Select confidence that you have in your selections.
",Clicking on individual words.,Dragging over words/phrases.,,,6
2021-08-22 12:27:48,Disagree,Most of the reviews were easy to understand and I could clearly see if they were positive or not by language used in them.,"After reading I was trying to find ""key words"" that made my brain think if they were positive or not. When I had some troubles I was trying to read it twice to see if something came up in my mind.","Looking for ""key words"". Trying to understand the viewer.",Everything was clear to understand about this section.,Somewhat agree,Not every review was one-sided so sometimes I had trouble with choosing words.,After reading a review I was looking for key words that could lead me to the right decision of choosing them or not.,I was trying to feel emotions ( like the viewer did) in some sentences. ,I was unsure about some reviews when they were not one-sided. When the decision of choosing for example positive review was made I tried to avoid the negative words.,Everything was clear.,Firstly I chose the words when the viewer was giving a clear opinion about the movie. Then I was trying to figure out what he does not like about it (like deeply).,Disagree,Sometimes people can like a little about a movie but in the end they can really hate it. It is important to read everything just not the beginning to decide if it was positive or negative.,I really liked the process and clear instructions. Everything was easy to understand and the survey was really enjoyable to watch and do. Also I liked that you included how many reviews were left (not everyone do this).,18 - 24,Woman,,,,,,,White or Caucasian,,,,"Some college credit, no degree",,No,I don’t know,Yes,,60060,I give permission for the data collected in this study to be released (without any identifiers) as part of a research data set. (Optional),"
 Classify a movie review as positive or negative.
 Select words or phrases that suggest that the movie review is either positive or negative.
 Select confidence that you have in your selections.
",Clicking on individual words.,Dragging over words/phrases.,,,1
2021-08-22 12:35:21,Somewhat disagree,Most of the scenarios was pretty obvious but some of them was very difficult to judge,Words and sense of tone. How they articulate their love or hate of a film,The whole review told you if they liked or hated them for most of the reviews. Some were not so obvious and was difficult to just as more toned down in the review so more subjective to ones interpretation,Nothing needs to be changed,Somewhat agree,Was difficult to just as some words could be described in a positive sense and how long of a phrase to use,sense of tone and feeling helped with determining what key words or phrases should be used,Tone one of the most important,The Martin Scorsese was difficult as I couldn't determine if positive or negative review confidently some words sounded negative so I choose not to select,nothing was unclear,I selected this as I read through the review,Disagree,Tone was different and some instances the words were used in a sarcastic manner,nothing,35 - 44,Woman,,,Black or African American,,,,,,,,"Professional degree (JD, MD)",,No,No,Yes,none,90449,I give permission for the data collected in this study to be released (without any identifiers) as part of a research data set. (Optional),"
 Classify a movie review as positive or negative.
 Select words or phrases that suggest that the movie review is either positive or negative.
 Select confidence that you have in your selections.
",Clicking on individual words.,Dragging over words/phrases.,Highlighting words with arrow keys.,,3
2021-08-22 12:37:53,Disagree,Most were very simple. Only one was a bit harder.,Mostly positive or negative descriptions.,"The words, positive or negative.",It was fine,Somewhat disagree,It was usually quite easy,Simply discerning positive/negative words,Usually something which described the movie or a scene/actor.,"Some could have been taken either way, or I had already selected enough words",It was fine,I didn't have an order,Neither agree nor disagree,I didn;t really consider it,It was fine,35 - 44,Man,,,,,,,White or Caucasian,,,,"Some college credit, no degree",,No,No,Yes,,56585,I give permission for the data collected in this study to be released (without any identifiers) as part of a research data set. (Optional),"
 Classify a movie review as positive or negative.
 Select words or phrases that suggest that the movie review is either positive or negative.
 Select confidence that you have in your selections.
",Clicking on individual words.,Dragging over words/phrases.,,,4
